BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE,DAMAGE_PROPERTY_CONV,DAMAGE_CROPS_CONV,TOTAL_DAMAGE
202405,21,1639,202405,21,1641,191954,1184302,OKLAHOMA,40,2024,May,Tornado,C,131,ROGERS,TSA,5/21/2024 16:39,CST-6,5/21/2024 16:41,0,0,0,0,10.00K,0.00K,NWS Storm Survey,,,,,EF1,1,100,,,,,2,SSW,TIAWAH,1,S,TIAWAH,36.2486,-95.5862,36.2557,-95.5714,"Severe thunderstorms developed over northeastern Oklahoma during the early evening of the 21st, as a cold front moved into the area. Very strong instability combined with very strong deep layer wind shear resulted in the development of some supercell thunderstorms, which moved east across much of northeastern Oklahoma during the evening. These thunderstorms produced large hail up to three inches in diameter, two tornadoes, and damaging wind gusts.","This tornado developed west of the E 530 Road and moved east-northeast, uprooting trees, snapping large tree limbs, and destroying a metal carport. Based on this damage, maximum estimated wind in the tornado was 85 to 90 mph.",CSV,10000,0,10000
202405,10,301,202405,10,304,191567,1186964,FLORIDA,12,2024,May,Tornado,C,91,OKALOOSA,MOB,5/10/2024 3:01,CST-6,5/10/2024 3:04,0,0,0,0,0.00K,0.00K,NWS Storm Survey,,,,,EF2,3.57,1000,,,,,2,SSW,BEAVER CREEK,3,WSW,CANNON TOWN,30.85,-86.789,30.84,-86.73,"Two storm complexes moved across southeastern Mississippi, southwestern Alabama, and into the Florida Panhandle during the early morning hours of 5/10 producing destructive straight-line winds and multiple tornadoes.","After thorough review of available high resolution Planet satellite imagery, it was determined the EF2 tornado that ground survey crew assessed in Munson began much earlier. The tornado began south of Highway 4 to the west of Berrydale where a persistent narrow path of significant tree damage was evident on Planet imagery. This narrow swath continued to be evident in the forest south of Berrydale near Highway 4. Once the tornado passed Highway 87 N it likely intensified significantly as deforestation extent became significant and the tornado turned more to the southeast. After its southeast jog it turned back to the east reaching Highway 4 where ground survey crew initially assessed the tornado. The tornado continued along State Highway 4 about 3 miles west northwest of Munson where pine trees were snapped, and power lines were downed in a convergent pattern. The tornado peaked in intensity at an estimated 115 mph (EF2) over Munson where numerous pine trees were snapped in a convergent pattern in a swath about 450 yards wide. The tornado then took a slight jog to the east-southeast as it essentially paralleled State Highway 4 east of Munson with numerous pine and oak trees snapped on both sides of the road. As the tornado continued east of Munson across the Blackwater River State Forest, it became a broader multivortex with several prominent sub-vortices rotating about the main tornado vortex. Snaps continued into Okaloosa County Florida where the tornado is estimated to have lifted to the northwest of Baker between Highway 4 West and Sherman Kennedy Road. This survey was able to be completed with the assistance of NASA SPoRT, NASAMSFC, NASA CSDA and the NASA Disasters Program providing high resolution Planet satellite imagery. Without the availability of this remote sensing imagery, the true path length, width, and track of this tornado would not have been able to be determined.",CSV,0,0,0
202405,10,316,202405,10,318,191567,1186969,FLORIDA,12,2024,May,Tornado,C,91,OKALOOSA,MOB,5/10/2024 3:16,CST-6,5/10/2024 3:18,0,0,0,0,0.00K,0.00K,NWS Storm Survey,,,,,EFU,2.51,30,,,,,19,E,FLORIDALE,21,E,FLORIDALE,30.7271,-86.5168,30.7089,-86.4803,"Two storm complexes moved across southeastern Mississippi, southwestern Alabama, and into the Florida Panhandle during the early morning hours of 5/10 producing destructive straight-line winds and multiple tornadoes.","A short lived EF-U tornado began on the south side of I-10 southeast of Crestview, tracking southeast across mainly forested areas. Planet satellite imagery revealed a narrow, persistent damage path that matched up well with a radar velocity couplet. The tornado lifted south of I-10 to the west of Range Road 207. If higher resolution satellite imagery becomes available, the intensity may be able to be assessed at a later date.||This survey was able to be completed with the assistance of NASA SPoRT, NASAMSFC, NASA CSDA and the NASA Disasters Program providing high resolution Planet satellite imagery. Without the availability of this remote sensing imagery, the true path length, width, and track of this tornado would not have been able to be determined.",CSV,0,0,0
202405,6,1523,202405,6,1533,189654,1166058,TENNESSEE,47,2024,May,Tornado,C,41,DEKALB,OHX,5/6/2024 15:23,CST-6,5/6/2024 15:33,0,0,0,0,300.00K,0.00K,NWS Storm Survey,,,,,EF1,3.23,150,,,,,0,WNW,SMITHVILLE,1,S,SMITHVILLE MUNI ARPT,35.9719,-85.8581,35.9714,-85.8003,"A broken line of thunderstorm tracked eastward across Middle Tennessee on May 6, 2024. With plenty of instability and modest shear, these thunderstorms became strong to severe, especially across eastern Middle Tennessee. Several reports of wind damage and large hail up to two inches in diameter were received. Two tornadoes were also confirmed. One was an EF-0 near Lebanon, and the other was an EF-1 near Smithville.","An EF1 tornado touched down east of Highway 70 in northwest Smithville then moved east paralleling Allen Ferry Road. Numerous trees were broken, snapped, and uprooted along the road, and several farm buildings lost roofing. The tornado then curved southeast and caused the worst damage along Highway 56 north of Smith Road where dozens of trees were snapped and uprooted and a couple homes suffered significant roof, garage, and exterior wall damage. The tornado then lifted east of the highway. Damages are a rough estimate.",CSV,300000,0,300000
202405,1,1746,202405,1,1748,190999,1175476,TEXAS,48,2024,May,Tornado,C,195,HANSFORD,AMA,5/1/2024 17:46,CST-6,5/1/2024 17:48,0,0,0,0,10.00K,0.00K,NWS Storm Survey,,,,,EF0,0.22,15,,,,,1,SSE,SPEARMAN,1,SE,SPEARMAN,36.1851,-101.1895,36.1846,-101.1856,"An elongated upper level trough promoted a dryline setup for severe storms in the eastern Texas Panhandle. Parameters that day begun as conditional, as a thick layer of low level clouds were present that morning in the far east, and an outflow boundary had moved in from convection on the previous day. However, as skies started to clear out and the cap was eroded, the true potential of the system was realized and thunderstorms initiated off the dryline between 3 -4 pm. A favorable environment for supercells to produce large hail and even some giant hail had materialized, and despite modest low level wind shear values at the onset of the event, tornadoes quickly spun up and posed threats for locations near Clarendon, in Spearman, and other parts surrounding. Strong downdraft and outflow winds were also a concern, but no reports had come in for straight line wind damage. As storms moved east throughout the afternoon and evening, they weakened as they entered into a less favorable environment thanks to some of the low clouds from the morning not clearing up in time to sustain thunderstorms.","A small, weak tornado moved east across the Spearman High school football field and into open country. There are multiple videos showing the small tornado crossing Cotter Drive before dissipating. The tornado damaged one small shed and pushed a utility trailer onto its side but didn't damage power lines along the road which supports an EF0 rating. The maximum estimated wind speed was 80mph.",CSV,10000,0,10000
202405,9,1246,202405,9,1254,190117,1186087,GEORGIA,13,2024,May,Tornado,C,279,TOOMBS,FFC,5/9/2024 12:46,EST-5,5/9/2024 12:54,0,0,0,0,0.00K,0.00K,NWS Storm Survey,,,,,EF1,8.2,250,,,,,1,W,VIDALIA,1,SSE,LYONS,32.219,-82.442,32.1912,-82.3136,"Several waves of severe thunderstorms moved through the area from the evening hours of the 8th through the early afternoon hours of the 9th. Initial convection ahead of the first line was able to tap into ample shear to produce tornadic thunderstorms in Northwest GA. This threat transitioned more into a wind event as the first line moved through the morning of the 9th. This line continued southward into the metro causing sporadic wind damage. Thunderstorms weakened as they moved south of I20, however another line of severe made its way out of AL/TN, producing further wind damage in the North. The initial line slowly moved into the southern portion of the CWA where conditions were not as worked over and shear was stronger. Storms re-strengthened, with several producing brief tornados.","Continuation of tornado from Montgomery County.|ï¿½ï¿½|As the tornado entered the city of Vidalia, trees and powerlines|were downed throughout the city, particularly south of the|downtown area in the 7th to 9th street area along Adams street. |In the downtown area, a roof off of one of the buildings along|Church street was peeled off and thrown into the parking areas|below.  The tornado continued ESE crossing Center Dr, Estroff Dr,|Aimwell Rd, and through the Cambridge Ct region where EF1 damage|to trees and homes was observed all along that route.  The|tornado continued eastward crossing the Vidalia airport property.|It should be noted that the last observation from the Vidalia|airport occurred 10 min prior to the tornado crossing through. |The tornado continued eastward toward the Lyons community and|across the Lyons Elementary, Middle and High school complexes. |Minor, EF0 damage was observed in and around the schools mostly|to trees, fences, and to doors on some storage buildings. The|tornado continued east crossing Hwy 1 downing a few pecan trees|and numerous limbs before dissipating as it approached hwy|280 southeast of Lyons.  Additional straight line wind damage was|observed south of the path including in the community of Santa|Claus.",CSV,0,0,0
202407,2,2240,202407,2,2250,191543,1179238,ARIZONA,4,2024,July,Tornado,C,19,PIMA,TWC,7/2/2024 22:40,MST-7,7/2/2024 22:50,0,0,0,0,50.00K,0.00K,NWS Storm Survey,,,,,EF1,3.25,150,,,,,2,E,LITTLETOWN,4,ESE,LITTLETOWN,32.1325,-110.8381,32.1161,-110.7975,"A late afternoon severe thunderstorm resulted in trees down in Tucson. Thereafter, a late evening thunderstorm resulted in an EF-1 tornado on the southeast side of Tucson.","A tornado with a maximum intensity of EF-1 developed in the vicinity of the Amazon Fulfillment Center near Kolb Road and Valencia Road. The tornado tracked towards the east-southeast, generally parallel to Valencia Road, and ended near Valencia Road and Frost Drive. Damage along the tornado path included many downed, snapped and uprooted trees, roof damage (primarily to tiles). Additionally, a large shipping container was moved and flipped on its side. The shipping container damaged a chain-link fence. ||Damage consistent with EF-1 rating was just south of Valencia Road near Old Vail Road and included large trees uprooted. Maximum estimated winds are 100 mph.",CSV,50000,0,50000
202405,4,1838,202405,4,1840,190666,1172364,OHIO,39,2024,May,Tornado,C,107,MERCER,ILN,5/4/2024 18:38,EST-5,5/4/2024 18:40,0,0,0,0,0.00K,0.00K,NWS Storm Survey,,,,,EFU,0.6,30,,,,,3,ENE,CHATTANOOGA,3,ENE,CHATTANOOGA,40.64,-84.71,40.64,-84.71,A stalled stationary front in southern Ohio sparked showers and thunderstorms.,A weak landspout tornado was observed moving north in a field east of Burrville Road. The tornado caused no known damage.,CSV,0,0,0
202404,10,940,202404,10,946,190699,1178278,MISSISSIPPI,28,2024,April,Tornado,C,47,HARRISON,LIX,4/10/2024 9:40,CST-6,4/10/2024 9:46,0,0,0,0,0.00K,0.00K,NWS Storm Survey,,,,,EF0,4.92,100,,,,,5,WSW,LIGANA,3,S,LIGANA,30.5009,-89.3236,30.4816,-89.244,"A strong upper level disturbance, surface low, and cold front produced a line of severe thunderstorms that pushed across Southeast Louisiana and Southern Mississippi in the morning and early afternoon hours of Wednesday, April 10, 2024. The line of severe thunderstorms produced strong straight line winds, extensive flash flooding in the New Orleans metro area and several tornadoes. 12 tornadoes have been confirmed in Mississippi from this event. 3 of them developed in Louisiana and tracked into Mississippi.   5 of those 12 tornadoes touched down and tracked across Stennis Space Center. At one point, as many as 3 of those 5 were on the ground at the same time. These tornadoes have been determined to range in strength from EFU to EF1 after NWS storm surveys and high resolution satellite analysis were conducted.","As the mesovortex tracked east into Harrison County, another tornado developed on the trailing flank of it and tracked east-southeast over primarily inaccessible rural land near the Wolf River. High resolution satellite imagery NDVI differencing identified a scalloped path that starts near F Malley Road in Dedeaux, MS and continues east-southeast where a ground survey identified numerous large tree branches snapped as well as a mobile home that had slid off its blocks. The tornado crossed River Road with minimal damage evident although the track remained visible on NDVI differencing as it crossed the Wolf River. The most notable tree damage from this tornado appears to be located along the river bank, but is not accessible to provide a rating for. The apparent track of the tornado continues east across Wolf River Road and appears to conclude just short of Alcede Lizana Road.",CSV,0,0,0
202404,2,1004,202404,2,1010,189707,1168070,WEST VIRGINIA,54,2024,April,Tornado,C,39,KANAWHA,RLX,4/2/2024 10:04,EST-5,4/2/2024 10:10,0,0,0,0,40.00K,0.00K,NWS Storm Survey,,,,,EF2,8,300,,,,,1,NE,NITRO,2,N,GUTHRIE,38.4329,-81.8109,38.431,-81.6644,"A strong area of low pressure tracking through the Ohio Valley caused multiple rounds of thunderstorms across the state of West Virginia on April 2nd and 3rd. The first round that occurred on the 2nd took the form of an intense squall line that raced across the southern and central portions of the state during the late morning and midday hours. This caused extensive wind damage, with a 92 mile per hour wind gust measured at the Huntington Tri-State Airport, along with at least nine embedded tornadoes in a corridor from Huntington to east of Charleston. In addition to damage associated with the tornadoes, over 100 locations reported non-tornadic wind damage.||Additional thunderstorms later in the afternoon produced another tornado in the Hico community of Fayette County. The ten confirmed tornadoes during this event is a record for the most tornadoes observed during any event in the state of West Virginia.||To top it all off, the multiple rounds of thunderstorms also resulted in excessive rainfall amounts for parts of the state. This resulted in several instances of flash flooding of creeks and streams with reported road closures due to high water, primarily during the evening of April 2nd. The transition to generalized flooding occurred during the early morning of April 3rd due to the response from larger creeks. Considerable runoff from this rainfall caused river flooding along the Tygart Valley River and its tributaries, and very heavy rainfall over Pennsylvania from these same storms led to moderate to major flooding on the Ohio River between April 4th to the 6th. One fatality occurred in Wood County on the 4th when a motorist entered flood waters and their vehicle overturned and then submerged.","An EF2 tornado with maximum winds of 115 miles per hour followed a track of about 8 miles, extending from Cross Lanes to just south of the community of Wallace. This was a non-continuous path with three notable damage locations. Significant converging tree damage was observed along Hidden Pines Lane in Cross Lanes, where several large and unhealthy softwood trees were snapped at their bases along with uprooting of many large hardwood trees. Minor damage to homes were noted adjacent to this location along Hidden Cove.||The next area of significant tree convergence was observed along a narrow stretch of the 5000 block of Rock Fork Road, near Tyler Mountain Memory Gardens, where a utility pole was snapped at the base along with several uprooted mixed hardwood and softwood trees. This damage extended to a subdivision on Lynn Oak Drive where several large softwood and hardwood trees were either snapped or uprooted. One large hardwood tree fell onto a home in Cross Lanes, which resulted in significant damage to the second story. A local resident's john boat and camper were also flipped over and crushed by large trees in this area.||The final location where damage was noted occurred just south of the community of Wallace along the 4000 block of Sissonville Drive and Whittington Road. This was where several large softwood trees were either snapped or uprooted. In addition, sporadic tree damage was noted just south of the overall track, resulting from straight-line winds.",CSV,40000,0,40000
202405,1,1753,202405,1,1755,190999,1175477,TEXAS,48,2024,May,Tornado,C,195,HANSFORD,AMA,5/1/2024 17:53,CST-6,5/1/2024 17:55,0,0,0,0,50.00K,0.00K,NWS Storm Survey,,,,,EF1,1.3,75,,,,,1,ESE,SPEARMAN,2,NE,SPEARMAN,36.1978,-101.1874,36.214,-101.1757,"An elongated upper level trough promoted a dryline setup for severe storms in the eastern Texas Panhandle. Parameters that day begun as conditional, as a thick layer of low level clouds were present that morning in the far east, and an outflow boundary had moved in from convection on the previous day. However, as skies started to clear out and the cap was eroded, the true potential of the system was realized and thunderstorms initiated off the dryline between 3 -4 pm. A favorable environment for supercells to produce large hail and even some giant hail had materialized, and despite modest low level wind shear values at the onset of the event, tornadoes quickly spun up and posed threats for locations near Clarendon, in Spearman, and other parts surrounding. Strong downdraft and outflow winds were also a concern, but no reports had come in for straight line wind damage. As storms moved east throughout the afternoon and evening, they weakened as they entered into a less favorable environment thanks to some of the low clouds from the morning not clearing up in time to sustain thunderstorms.","This tornado occurred on the northeast side of Spearman. It initially touched down near Brandt Street and Kenneth Avenue(FM 759 760). Here it snapped some tree branches, lifted some carports and caused minor fence damage. It then traveled north along County Road 25, where it snapped a few power poles and this is where it was given its highest rating. As it neared Highway 15, it collapsed an empty grain silo and caused some minor shingle damage to a few roofs along County Road 25. The tornado|turned east, crossing Highway 15 and caused additional minor roof damage and snapped branches to hardwood trees. It finally lifted just to the east of Highway 15. The maximum estimated wind speed was 98mph.",CSV,50000,0,50000
202405,8,2226,202405,8,2228,190117,1186090,GEORGIA,13,2024,May,Tornado,C,123,GILMER,FFC,5/8/2024 22:26,EST-5,5/8/2024 22:28,0,0,0,0,0.00K,0.00K,NWS Storm Survey,,,,,EF0,0.76,200,,,,,1,WSW,TAILS CREEK,1,SSW,TAILS CREEK,34.6724,-84.6408,34.6706,-84.6276,"Several waves of severe thunderstorms moved through the area from the evening hours of the 8th through the early afternoon hours of the 9th. Initial convection ahead of the first line was able to tap into ample shear to produce tornadic thunderstorms in Northwest GA. This threat transitioned more into a wind event as the first line moved through the morning of the 9th. This line continued southward into the metro causing sporadic wind damage. Thunderstorms weakened as they moved south of I20, however another line of severe made its way out of AL/TN, producing further wind damage in the North. The initial line slowly moved into the southern portion of the CWA where conditions were not as worked over and shear was stronger. Storms re-strengthened, with several producing brief tornados.","Aerial and ground surveys revealed a fairly significant yet brief|swath of damage on either side of Tails Creek Road (Hwy 282) from|a tornado. Most of the damage was to trees with hundreds of them|either snapped or uprooted in a path that was less than 1 mile.|Little to no additional reports of damage has been documented|beyond Woodridge Drive and Tails Creek Road/Hwy 282. Based on the|extent of the tree damage, confidence is high that max winds were|around 90 mph, making this a very brief EF-1 tornado.",CSV,0,0,0
202405,8,2246,202405,8,2248,190117,1186091,GEORGIA,13,2024,May,Tornado,C,123,GILMER,FFC,5/8/2024 22:46,EST-5,5/8/2024 22:48,0,0,0,0,0.00K,0.00K,NWS Storm Survey,,,,,EF0,0.98,250,,,,,2,N,NEW HOPE,2,NNE,NEW HOPE,34.7428,-84.5015,34.7434,-84.4852,"Several waves of severe thunderstorms moved through the area from the evening hours of the 8th through the early afternoon hours of the 9th. Initial convection ahead of the first line was able to tap into ample shear to produce tornadic thunderstorms in Northwest GA. This threat transitioned more into a wind event as the first line moved through the morning of the 9th. This line continued southward into the metro causing sporadic wind damage. Thunderstorms weakened as they moved south of I20, however another line of severe made its way out of AL/TN, producing further wind damage in the North. The initial line slowly moved into the southern portion of the CWA where conditions were not as worked over and shear was stronger. Storms re-strengthened, with several producing brief tornados.","A northern circulation embedded within a relatively fast-moving|Quasi-linear Convective System (QLCS) spawned yet another short-|lived tornado across Gilmer County just before midnight on May|8th. This tornado touched down over the property of Little Brook|Farm #1 between two sets of chicken houses, with numerous trees|either snapped or uprooted. No notable structural damage was seen|around the chicken houses. Additional tree damage, some down on|homes, occurred as the tornado crossed Weeks Road and Carson Cove|Road. No further damage was seen beyond Wd Court. The damage was|indicative of high-end EF-0 (max winds 85 mph).",CSV,0,0,0
202405,7,2008,202405,7,2009,190686,1172538,OHIO,39,2024,May,Tornado,C,17,BUTLER,ILN,5/7/2024 20:08,EST-5,5/7/2024 20:09,0,0,0,0,5.00K,0.00K,NWS Storm Survey,,,,,EF0,0.32,100,,,,,2,NNW,NEWKIRK,2,NNW,NEWKIRK,39.446,-84.817,39.4472,-84.8113,Showers and thunderstorms developed during the late afternoon and evening hours ahead of a low pressure system moving through the Ohio Valley.,"The tornado started in Franklin County, Indiana, at 1956EST, just to the east of Brookville Lake. The tornado moved east and entered Butler County Ohio, at 2008EST, about 5 miles south-southwest of Oxford. The tornado quickly weakened and ended just east of State-Line Road, near Springfield Road, where it caused some minor tree damage.",CSV,5000,0,5000
202405,7,1920,202405,7,1925,190686,1179531,OHIO,39,2024,May,Tornado,C,107,MERCER,ILN,5/7/2024 19:20,EST-5,5/7/2024 19:25,0,0,0,0,50.00K,0.00K,NWS Storm Survey,,,,,EF1,2.8,300,ILN,OH,011,AUGLAIZE,2,NNE,SEBASTIAN,4,NNE,CHICKASAW,40.4722,-84.5073,40.48,-84.455,Showers and thunderstorms developed during the late afternoon and evening hours ahead of a low pressure system moving through the Ohio Valley.,"The tornado began in a field east of Harrison Road and south of Guadalupe Road. The tornado moved east-northeast and caused significant damage to trees and outbuildings. The tornado moved into Auglaize County, just south of Guadalupe Road, at 1925EST. The tornado continued to move east across Auglaize County before ending at 1933EST, about 2.8 miles north of New Bremen.",CSV,50000,0,50000
202405,22,837,202405,22,842,191955,1184303,OKLAHOMA,40,2024,May,Tornado,C,121,PITTSBURG,TSA,5/22/2024 8:37,CST-6,5/22/2024 8:42,0,0,0,0,25.00K,0.00K,NWS Storm Survey,,,,,EF1,2,300,TSA,OK,061,HASKELL,1,WNW,QUINTON,1,ENE,QUINTON,35.1235,-95.3841,35.126,-95.349,"Strong to severe thunderstorms redeveloped over eastern Oklahoma during the morning of the 22nd, as a cold front continued to move through the area. Thunderstorms that developed north of the cold front produced hail up to penny size. The atmosphere ahead of the cold front was moist and very unstable, and this instability combined with strong deep layer wind shear resulted in the development of some supercell thunderstorms.  These storms moved through southeastern Oklahoma through the early afternoon, producing large hail up to hen egg size, one tornado, and damaging wind gusts.","This is the first segment of a two-segment tornado. This tornado developed west of Quinton, to the north of Highway 31. The tornado uprooted trees, snapped large tree limbs, and damaged the roofs of homes as it moved east across town, then moved into Haskell County near Highway 31. Based on this damage, maximum estimated wind in this segment of the tornado was 85 to 95 mph.",CSV,25000,0,25000
202405,10,242,202405,10,246,191567,1186965,FLORIDA,12,2024,May,Tornado,C,113,SANTA ROSA,MOB,5/10/2024 2:42,CST-6,5/10/2024 2:46,0,0,0,0,0.00K,0.00K,NWS Storm Survey,,,,,EFU,4.48,30,,,,,4,E,NEW YORK,3,NNW,ALLENTOWN,30.824,-87.1358,30.8055,-87.0635,"Two storm complexes moved across southeastern Mississippi, southwestern Alabama, and into the Florida Panhandle during the early morning hours of 5/10 producing destructive straight-line winds and multiple tornadoes.","A new EF-U tornado has been discovered via high resolution Planet satellite imagery from the May 10th tornado event. A radar tornado debris signature was present which necessitated the review of available satellite imagery to confirm the existence of this tornado. The tornado began near Highway 89 just northeast of Chumuckla and tracked east-southeast towards Highway 87 N. The tornado likely lifted just prior to the highway as the damage path evident on satellite imagery ends just prior to the highway. Once higher resolution imagery becomes available, the tornado intensity may be able to be assessed. This survey was able to be completed with the assistance of NASA SPoRT, NASAMSFC, NASA CSDA and the NASA Disasters Program providing high resolution Planet satellite imagery. Without the availability of this remote sensing imagery, the true path length, width, and track of this tornado would not have been able to be determined.",CSV,0,0,0
202405,10,250,202405,10,251,191567,1186966,FLORIDA,12,2024,May,Tornado,C,113,SANTA ROSA,MOB,5/10/2024 2:50,CST-6,5/10/2024 2:51,0,0,0,0,0.00K,0.00K,NWS Storm Survey,,,,,EFU,0.7,30,,,,,5,ENE,ALLENTOWN,5,ENE,ALLENTOWN,30.8071,-86.9828,30.8037,-86.9717,"Two storm complexes moved across southeastern Mississippi, southwestern Alabama, and into the Florida Panhandle during the early morning hours of 5/10 producing destructive straight-line winds and multiple tornadoes.","A new EF-U tornado has been discovered via high resolution Planet satellite imagery from the May 10th tornado event. A radar tornado debris signature was present which necessitated the review of available satellite imagery to confirm the existence of this tornado. The tornado began east of Paul Barnes Road and solely remained in dense forest, tracking southeast of three quarters of a mile. The tornado lifted midway between Paul Barnes Road and Three Notch Trail. Once higher resolution imagery becomes available, the tornado intensity may be able to be assessed.||This survey was able to be completed with the assistance of NASA SPoRT, NASAMSFC, NASA CSDA and the NASA Disasters Program providing high resolution Planet satellite imagery. Without the availability of this remote sensing imagery, the true path length, width, and track of this tornado would not have been able to be determined.",CSV,0,0,0
202404,10,726,202404,10,727,190699,1172721,MISSISSIPPI,28,2024,April,Tornado,C,157,WILKINSON,LIX,4/10/2024 7:26,CST-6,4/10/2024 7:27,0,0,0,0,0.00K,0.00K,NWS Storm Survey,,,,,EF1,1.25,50,,,,,4,ESE,TURNBULL,3,SSW,NEWTONIA,30.9995,-91.2451,31.0152,-91.2345,"A strong upper level disturbance, surface low, and cold front produced a line of severe thunderstorms that pushed across Southeast Louisiana and Southern Mississippi in the morning and early afternoon hours of Wednesday, April 10, 2024. The line of severe thunderstorms produced strong straight line winds, extensive flash flooding in the New Orleans metro area and several tornadoes. 12 tornadoes have been confirmed in Mississippi from this event. 3 of them developed in Louisiana and tracked into Mississippi.   5 of those 12 tornadoes touched down and tracked across Stennis Space Center. At one point, as many as 3 of those 5 were on the ground at the same time. These tornadoes have been determined to range in strength from EFU to EF1 after NWS storm surveys and high resolution satellite analysis were conducted.",The remaining portion of a long track tornado entered Wilkinson County from West Feliciana approximately 2.5 miles east of Highway 967 or Jackson Louisiana Road. Ground surveys were impeded due to lack of road access. High resolution satellite analysis was used for this survey. Downed trees indicated that the tornado continued for about 1 mile into Mississippi before it lifted. This was the conclusion of a 32.4 mile long track.,CSV,0,0,0
202405,8,2251,202405,8,2254,190117,1186094,GEORGIA,13,2024,May,Tornado,C,123,GILMER,FFC,5/8/2024 22:51,EST-5,5/8/2024 22:54,0,0,0,0,0.00K,0.00K,NWS Storm Survey,,,,,EF0,1.94,200,,,,,1,S,GENNETT,1,NE,OAK HILL,34.666,-84.4484,34.6619,-84.4148,"Several waves of severe thunderstorms moved through the area from the evening hours of the 8th through the early afternoon hours of the 9th. Initial convection ahead of the first line was able to tap into ample shear to produce tornadic thunderstorms in Northwest GA. This threat transitioned more into a wind event as the first line moved through the morning of the 9th. This line continued southward into the metro causing sporadic wind damage. Thunderstorms weakened as they moved south of I20, however another line of severe made its way out of AL/TN, producing further wind damage in the North. The initial line slowly moved into the southern portion of the CWA where conditions were not as worked over and shear was stronger. Storms re-strengthened, with several producing brief tornados.","Another brief tornado likely associated with the same severe|storm that spawned the tornado across Ellington Road and Old Hwy|5, cut across Owltown Road, just east of Hwy 52E. Numerous trees|were either snapped or uprooted on either side of Owltown Road.|The tornado then produced more tree damage along Mt Zion Road|before no additional damage was seen.",CSV,0,0,0
202403,14,1745,202403,14,1755,188481,1161942,OHIO,39,2024,March,Tornado,C,107,MERCER,ILN,3/14/2024 17:45,EST-5,3/14/2024 17:55,0,0,0,0,250.00K,0.00K,NWS Storm Survey,,,,,EF1,8.36,450,,,,,4,WNW,WABASH,3,E,DURBIN,40.57,-84.815,40.5555,-84.6418,Thunderstorms developed in an unseasonably warm and humid airmass ahead of an approaching cold front.,"The tornado initially began at 1740EST over an open field in Adams County, Indiana, north of the intersection of East County Road 1200 South and South County Road 600 East and moved east toward the Indiana/Ohio State line.||The tornado entered Mercer County, Ohio, at 1745EST, along Skeels Road, where minor damage was observed to a house. The most confident corridor of EF-1 tornado damage, estimated to be around 100 mph, occurred shortly after the tornado developed. Most of the damage was confined to a few properties south of the intersection of Skeels Road and State Route 49. Several outbuildings were completely destroyed and one house received some roof damage. The tornado continued eastward and followed Carmel Church Road, where it caused numerous tree and additional outbuilding damage. ||A more southeast motion of the tornado started at the intersection of Carmel Church Road and Erastus Durbin Road. Additional damage was observed between this location and the intersection of Now and Mud Pike Roads. The final corridor of damage was observed along Mud Pike Road and toward the intersection at State Route 118, where several homes were damaged. The tornado dissipated east of this location.",CSV,250000,0,250000
202405,26,239,202405,26,244,190864,1175236,MISSOURI,29,2024,May,Tornado,C,229,WRIGHT,SGF,5/26/2024 2:39,CST-6,5/26/2024 2:44,0,0,0,0,100.00K,0.00K,NWS Storm Survey,,,,,EF1,2.25,1200,,,,,3,S,MIDWAY,1,ESE,MIDWAY,37.1833,-92.6515,37.2123,-92.6329,"A shortwave trough approached the Missouri Ozarks on May 25, 2024, priming the atmosphere for moderate instability and sufficient deep layer shear. Additionally a low level jet around 45 to 50 knots nosed into the area during the late evening hours and into the early morning hours of May 26, 2024, further amplifying low level flow into the region. As a result, supercell thunderstorms developed and slid into the Missouri Ozarks during the overnight hours May 25 into May 26, 2024. These supercells produced hail between quarter and baseball size and flooding with rainfall totals between 3-4 inches. Widespread damaging winds were also observed, including a large swath of 70-80 mph winds in Barry county. Additionally, six tornadoes touched down across the Missouri Ozarks, producing damage ranging from EF-0 to EF-1 criteria.",A NWS storm survey concluded that an EF-1 tornado touched down in a hilly wooded area to the northwest Mansfield near Highway F and quickly intensified to producing winds to 100 mph. Numerous trees were downed across portions of Davies and Red Oak Roads before dissipating near Highway V.,CSV,100000,0,100000
